Locus_Name	Alias_Name	Description	Gene_Product	Phenotype	ORF_Name	SGDID
VMA5	CSL5|VAT3	42 kDa subunit of V1 sector	V1 sector hydrophilic subunit C|vacuolar ATPase V1 domain subunit C (42 kDa)|vacuolar H-ATPase	Null mutant is viable; certain vma5 mutations show allele-specific synthetic lethality with cdc24-ls mutants	YKL080W	S0001563
VMA6		vacuolar ATPase V0 domain subunit d (36 kDa)	vacuolar ATPase V0 domain subunit d (36 kDa)|vacuolar H(+) ATPase 36 kDa subunit (D subunit of VO sector)	Null mutant is viable, sensitive to media buffered at neutral pH or media containing 100 mM Ca2+	YLR447C	S0004439
VMA7		vacuolar H-ATPase 14 kDa subunit (subunit F) of the catalytic (V1) sector	vacuolar ATPase V1 domain subunit F (14 kDa)	Null mutant is viable, unable to grow on media buffered at pH 7.5, fails to accumulate quinacrine into vacuoles, other subunits of the catalytic sector are not assembled onto the vacuolar membrane	YGR020C	S0003252
VMA8		vacuolar ATPase V1 domain subunit D	V1 catalytic sector D subunit|vacuolar H-ATPase	Null mutant is viable, does not grow on media buffered at pH 7.5 and does not show accumulation of quinacrine into its vacuoles; grows slowly, fails to grow on non-fermentable carbon sources	YEL051W	S0000777
VPH1		vacuolar ATPase V0 domain subunit a (100 kDa)	V0 sector subunit|essential for vacuolar acidification and vacuolar H-ATPase activity|vacuolar ATPase V0 domain subunit a (100 kDa)|vacuolar H-ATPase	Null mutant is viable, deficient in assembly of vacuolar H(+) ATPase and acidification of the vacuole	YOR270C	S0005796
VPH2	CLS10|VMA12	Required for the biogenesis of a functional vacuolar ATPase (V-ATPase), but not part of the final enzyme complex.	25.2 kDa protein involved in assembly of vacuolar H(+) ATPase	Null mutant is viable, zinc sensitive, defective in vacuolar acidification, calcium-sensitive, respiratory deficient	YKL119C	S0001602
VPS1	GRD1|LAM1|SPO15|VPL1|VPT26	involved in vacuolar protein sorting and normal organization of intracellular membranes; probably required for membrane-protein retention in a late Golgi compartment	GTP-binding protein (putative)|dynamin GTPase family member|similar to mammalian Mx proteins	Null mutant is viable, but is sporulation defective, fails to grow at high temperature and shows abnormal organization of intracellular membranes	YKR001C	S0001709
VPS13	SOI1|VPT2	vacuolar Protein Sorting		Null mutant is viable but exhibits defects in vacuolar protein sorting.	YLL040C	S0003963
VPS15	GRD8|VAC4|VPL19	myristoylated protein kinase involved in vacuolar protein sorting	serine/threonine protein kinase	defective vacuolar protein localization	YBR097W	S0000301
VPS16	SVL6|VAM9|VPT16	vacuolar sorting protein		Null mutant is viable, has a severe defect in vacuolar protein sorting, is temperature sensitive for growth, displays grossly abnormal vacuolar morphology, and possesses a defect in alpha-factor processing	YPL045W	S0005966
VPS17	PEP21	Peripheral membrane protein required for vacuolar protein sorting		Null mutant is viable, exhibits defect in vacuolar morphology and protein sorting	YOR132W	S0005658
VPS20		vaculolar protein sorting (putative)		Null mutant is viable but is a class E vps mutant (missorts vacuolar hydrolases and accumulates late endosomal compartment).	YMR077C	S0004682
VPS21	VPS12|VPT12|YPT21|YPT51	Rab5-like GTPase involved in vacuolar protein sorting and endocytosis post vesicle internalization; geranylgeranylated; geranylgeranylation required for membrane association	small GTP-binding protein	Null mutant is viable, temperature-sensitive, missorts multiple vacuolar proteins, accumulate 40-50 nm vesicles, and contain a large vacuole	YOR089C	S0005615
VPS24	DID3	involved in secretion		Null mutant missorts vacuolar hydrolases and accumulates a late endosomal compartment; Class E vps mutant	YKL041W	S0001524
VPS25	VPT25	vacuolar protein sorting (putative)		Null mutant is viable but a class E vps mutant (missorts vacuolar hydrolases and accumulates late endosomal compartment vacuolar hydrolases and accumulates a late endosomal compartment).	YJR102C	S0003863
VPS27	DID7|GRD11|SSV17|VPL23|VPL27|VPT27	hydrophilic protein; has cysteine rich putative zinc finger esential for function	cysteine rich putative zinc finger essential for function|hydrophilic protein	required for membrane traffic to the vacuole	YNR006W	S0005289
VPS28	VPT28	soluble, hydrophilic protein involved in transport of precursors for soluble vauolar hydrolases from the late endosome to the vacuole		Null mutant is viable, shows moderate defects in both biosynthetic traffic and endocytic traffic destined for the vacuole	YPL065W	S0005986
VPS29	PEP11	vacuolar protein sorting		Defective for sorting of soluble hydrolases to the vacuole. Mislocalisation of the vacuolar hydrolase sorting receptor Vps10p.	YHR012W	S0001054
VPS3	PEP6|VPL3|VPT17	vacuolar sorting protein		Null mutant is viable, grows slower than wild-type, exhibits altered vacuolar morphology and defects in vacuolar segregation	YDR495C	S0002903
VPS30	APG6|VPT30	Required for sorting and delivery of soluble hydrolases to the vacuole.		Vacuolar hydrolases sorting receptor Vps10p is mislocalized in vps30 mutants.	YPL120W	S0006041
VPS33	CLS14|MET27|PEP14|SLP1|VAM5|VPL25|VPT33	vacuolar sorting protein essential for vacuolar morphogenesis and function		temperature sensitive, defective vacuolar morphology and protein localization, methionine auxotroph	YLR396C	S0004388
VPS34	END12|PEP15|VPL7|VPT29	phosphatidylinositol 3-kinase	phosphatidylinositol 3-kinase	temperature sensitive, defective vacuolar protein sorting	YLR240W	S0004230
VPS35	GRD9|VPT7	Protein involved in vacuolar sorting	retromer complex component	Null mutant is viable, exhibits defects in sorting of vacuolar carboxypeptidase Y, proteinase A, proteinase B, and alkaline phosphatase	YJL154C	S0003690
VPS36	GRD12|VAC3|VPL11	Defective in vacuolar protein sorting			YLR417W	S0004409
VPS38	VPL17	involved in vacuolar protein targeting			YLR360W	S0004352
VPS4	CSC1|DID6|END13|GRD13|VPL4|VPT10	Defective in vacuolar protein sorting; homologous to mouse SKD1 and to human hVPS4	AAA ATPase	Null mutant is viable, exhibits protein sorting and morphological defects	YPR173C	S0006377
VPS41	CVT8|FET2|SVL2|VAM2|VPL20	vacuolar protein sorting		Null mutant is viable, associated with fragmented vacuoles, exhibits defective high affinity transport due to impaired Fet3p activity and also exhibits defects in the processing and sorting of multiple vacuolar hydrolases	YDR080W	S0002487
VPS45	STT10|VPL28	Protein of the Sec1p family essential for vacuolar protein sorting; required for the function of both Pep12p and the early endosome/late Golgi SNARE Tlg2p .		Null mutant is viable, defective in the segregation of vacuolar material into the developing daughter cell, has large central vacuoles	YGL095C	S0003063
VPS5	GRD2|PEP10|VPT5|YOR29-20	Vacuolar Protein Sorting. component of the retromer coat that retrieves proteins from late endosomes.	simialr to sorting nexin I	Null mutant missorts and secretes soluble vacuolar proteins, contains fragmented vacuoles, and mislocalizes carboxypeptidase and Vps10p.	YOR069W	S0005595
VPS53		Required for Vacuolar Protein Sorting	hydrophilic protein that is peripherally associated with the late Golgi and forms a stable complex with Vps52p and Vps54p	Null mutant is viable but is defective for growth at 37^*C. vps53 null mutants have fragmented vacuoles, missort and secrete CPY, and mislocalize late Golgi membrane proteins to the vacuole.	YJL029C	S0003566
VPS55		Vacuolar Protein Sorting	Involved in Golgi to vacuolar targeting	Null: Defect in maturation of carboxypeptidase Y	YJR044C	S0003805
VPS60	MOS10	vacuolar protein sorting (putative)		Null mutant is viable but a class E vps mutant (missorts vacuolar hydrolases and accumulates late endosomal compartment).	YDR486C	S0002894
VPS61		Vacuolar Protein Sorting		Null: CPY secretion	YDR136C	S0002543
VPS62					YGR141W	S0003373
VPS63				Null mutant secretes CPY.	YLR261C	S0004251
VPS64	FAR9			Null mutant secretes CPY.	YDR200C	S0002608
VPS65				Null mutant secretes CPY.	YLR322W	S0004314
VPS66				Null mutant secretes CPY.	YPR139C	S0006343
VPS67	API3|VPS51|WHI6	whiskey (whi) mutant; forms a tetramer with VPS52, VPS53, and VPS54	function unknown	Null: small critical cell size	YKR020W	S0001728
VPS68				Null mutant secretes CPY.	YOL129W	S0005489
VPS69				Null mutant secretes CPY.	YPR087W	S0006291
VPS70				Null mutant secretes CPY.	YJR126C	S0003887
VPS71				Null mutant secretes CPY.	YML041C	S0004505
VPS72				Null mutant secretes CPY.	YDR485C	S0002893
VPS73				Null mutant secretes CPY.	YGL104C	S0003072
VPS74	API1			Null mutant secretes CPY.	YDR372C	S0002780
VPS75				Null mutant secretes CPY.	YNL246W	S0005190
VPS8	FUN15|VPT8	involved in vacuolar protein sorting; required for localization and trafficking of the CPY sorting receptor	membrane-associated hydrophilic protein which contains a C-terminal cysteine-rich region that conforms to the H2 variant of the RING finger Zn2+ binding motif	Null mutant is viable, missorts and secretes vacuolar hydrolases, overexpression of VPS21 partially suppresses vps8 null	YAL002W	S0000002
VPS9	VPL31|VPT9	Required for Golgi to vacuole trafficking, shares similarity to mammalian ras inhibitors		Null mutant is viable, exhibits severe vacuolar protein sorting defects and is temperature sensitive	YML097C	S0004563
VPT15		vacuolar protein targeting		An uncharacterized mutant allele exhibits defects in vacuolar protein sorting.		L0002480
VPT3		vacuolar protein targeting		Null mutant is viable but is temperature-sensitive and exhibits defects in vacuolar protein sorting. In addition, null mutants do not acidify the vacuole.		L0002479
VRG4	GOG5|LDB3|VAN2	May regulate Golgi function and glycosylation in Golgi		Null mutant is inviable; mutants exist with defects in Golgi-specific glycosylation, resistance to vanadate, sensitivity to aminoglycosides, and sporulation defects	YGL225W	S0003193
VRP1	END5|MDP2	Involved in cytoskeletal organization and cellular growth	proline-rich protein verprolin	Null mutant is viable but is both temperature and pH sensitive and cannot grow on minimal medium. Null mutant also exhibits depolarization of the actin cytoskeleton.	YLR337C	S0004329
VTA1		Hypothetical ORF	Class E Vacuolar-Protein Sorting	Null: Class E defect in vacuolar protein sorting	YLR181C	S0004171
VTC1	NRF1|PHM4	Null mutant identified in different genetic screens both by its ability to reverse the Cdc42p suppression of a cdc24-4ts mutant and its ability to suppress the vacuolar ATPase null phenotype	S. pombe Nrf1p homolog (97% identical in predicted amino acid sequence)	Null mutant is viable, but exhibits both reduced V-ATPase in the vacuolar membrane and reduced H(+)-ATPase(Pma1p) in the plasma membrane	YER072W	S0000874
VTC2	PHM1	Phosphate metabolism; transcription is regulated by PHO system	polyphosphate synthetase (putative)	Null nutant is viable; no polyphosphate accumulation in a vtc2(phm1)/vtc3(phm2) double disruptant	YFL004W	S0001890
VTC3	PHM2	Phosphate metabolism; transcription is regulated by PHO system	polyphosphate synthetase (putative)	Null nutant is viable; no polyphosphate accumulation in a vtc2(phm1)/vtc3(phm2) double disruptant	YPL019C	S0005940
VTC4	PHM3	Phosphate metabolism; transcription is regulated by PHO system	polyphosphate synthetase (putative)	Null mutant has been shown to be either inviable, or viable while exhibiting no polyphosphate accumulation	YJL012C	S0003549
VTH1		vps ten homolog	potential membrane glycoprotein (putative)|strong similarity to Vth2 and Pep1/Vps10	Null mutant is viable; overexpression partially suppresses the sorting defect of a pep1 null mutant.	YIL173W	S0001435
VTH2		vps ten homolog	potential membrane glycoprotein|strong similarity to Vth1 and Pep1	Null mutant is viable; overexpression of the nearly identical Vth1 partially suppresses the sorting defect of a pep1 null mutant strain.	YJL222W	S0003758
VTI1		Involved in cis-Golgi membrane traffic	interacts with two t-SNARES, Sed5p and Pep12p|v-SNARE	Null mutant is inviable	YMR197C	S0004810
VTP1			vacuolar transmembrane protein 7D			L0002482
VTS1		<u>vt</u>i1-2 <u>s</u>uppressor		Null is viable and healthy	YOR359W	S0005886
WAR1		ORF			YML076C	S0004541
WBP1		wheat germ agglutinin-binding protein	oligosaccharyl transferase glycoprotein complex, beta subunit	lethal	YEL002C	S0000728
WHI2		Protein involved in growth regulation. Whi2 and its binding partner, Psr1-phosphatase, are required for a full activation of the general stress response, possibly through the dephosphorylation of Msn2.		Null mutant is viable	YOR043W	S0005569
WHI3		Protein involved in regulation of cell size	RNA binding protein (putative)	Null mutant is viable and defective in filamentous growth	YNL197C	S0005141
WHI4		whi (Wee) mutants give small cell size	RNA binding protein (putative)|WHI3 homolog	Null mutant increases severity of the Whi phenotype of whi3.	YDL224C	S0002383
WHI5		whiskey (whi) mutant	function unknown	Null: small critical cell size	YOR083W	S0005609
WRS1	HRE342	W = IUPAC for tryptophan, RS = convention for aminoacyl-tRNA synthetases	tryptophan-tRNA ligase	Null mutant is inviable	YOL097C	S0005457
WSC2		cell wall integrity and stress response component 2	contains novel cysteine motif|integral membrane protein (putative)|similar to SLG1 (WSC1), WSC3 and WSC4	Null mutant is viable and shows no phenotypes; slg1 (wsc1)-null wsc2-null double mutant shows a lysis defect on YPD at room temperature and heat shock sensitivity; overexpression of WSC genes suppresses heat shock sensitivity of hyperactivated ras mutant; heat shock sensitivity of wsc mutant strain is suppressed by deletion of ras2	YNL283C	S0005227
WSC3		cell wall integrity and stress response component 3	contains novel cysteine motif|integral membrane protein (putative)|similar to SLG1 (WSC1), WSC2 and WSC4	Null mutant is viable and shows no phenotypes; slg1 (wsc1)-null WSC3-null double mutant shows a lysis defect on YPD at room temperature and heat shock sensitivity; overexpression of WSC genes suppresses heat shock sensitivity of hyperactivated ras mutant; heat shock sensitivity of wsc mutant strain is suppressed by deletion of ras2	YOL105C	S0005465
WSC4	YHC8	cell wall integrity and stress response component 4	contains novel cysteine motif|integral membrane protein (putative)|similar to SLG1 (WSC1), WSC2 and WSC3		YHL028W	S0001020
WSS1		weak suppressor of smt3		Null mutant is viable	YHR134W	S0001176
WTM1		WD repeat containing transcriptional modulator 1	transcriptional modulator	Null mutant is viable	YOR230W	S0005756
